label,text
sexist,"@crypticsilence1 Wenn’s einer in nem Mittelalterlichen Gewand, langen Haaren und nem Vollbart sagt so ""zu mir mein Weib“ und dabei Met aus seinem Trinkhorn schlürft?"
sexist,@temberaubend ok weib
sexist,@bamboo_ish Weib ey 🥲
sexist,"@crypticsilence1 Ich benutze es aus Spaß :D

Man kann quasi alles abwertend benutzen wenn man das möchte. Aber ""Weib"" ist grundsätzlich nichts abwertendes."
sexist,"@chef_vom_sohn Oh gott. Weibchen finde ich echt schlimm. 😂 Nicht weil es  abwertend wäre, aber mag den Ausdruck nicht.

Aber du hast schon recht. Weiblich - da ist ja das Wort Weib drin. Also ist der Begriff an sich gar nicht abwertend."
sexist,@gcsuffragette #womanfacing ist ein Männerrecht!!1 und nun zurück in die Küche Weib.
other,"@crypticsilence1 Oder geht es nur um ""weib"" ?!😅"
sexist,@BILD Wahrscheinlich ist das ein dummes Weib?? Wie soviele in der Politik!! Wenn Luft holen kein Reflex wäre! Würden die vor Blödheit reihenweise umfallen 😇🤣
other,@temberaubend Ich sag nicht Weib finde das auch irgendwie abwertend 🤷‍♂️ hab mir aber noch nie wirklich darüber gedanken gemacht
sexist,"@Finkulasa @nisfantastic @IngeHannemann @danibrodesser Ich weiß, was sich beim fluchen geziemt, edles Weib 🫶."
other,Hat Martinas Mann gerade Weib gesagt?? #gntm
sexist,"Das weibsen @FrauArktos erzählt mir irgendwas von 'es ist Waschküche draußen' statt mir einfach mitzuteilen, dass es schwül ist. Das weib macht mich feddich."
other,"@temberaubend Es mag Regionen geben, in denen das Wort noch normal ist - keine Ahnung wo allerdings. 

Überall wo HALBWEGS Hochdeutsch gesprochen wird, ist ""Weib"" für eine Frau genauso unangebracht wie ""Weibsbild"", ""Frauchen"" oder ""Frauenzimmer""."
other,"@temberaubend Männer die ""Weib"" sagen, wollen nur das Gegenüber ""reizen"",
Frau sollte nicht drauf reinfallen."
sexist,"Gott wird streng über dich richten, altes Weib. Die Geschichte hat es schon getan. #Dmitry"
sexist,@bag_finearts Falsches Weib
sexist,"....und ewig lockt das Weib!
👍😎😈💣 https://t.co/tKwv3xwrob"
sexist,@temberaubend Und Frauen die ihre Liebste ihr holdes Weib nennen?
other,"@Quadratratschn_ @temberaubend Weib ist heutzutage abfällig,auch in Bayern. A Weiberleut ist es nicht. Und das Weibi ist das Anhängsel, treuer Dackel, wenn es jemand anders als der Partner sagt und die Bedeutung in der Partnerschaft klar ist."
other,"@NReutoff @temberaubend @m1lf3ooo bro wann habe ich jemals weib verwendet ausser als ich gianna mein ""fav weibstück of all time"" genannt in diesem video wo ich ihren kopf in der hand halte"
other,"@temberaubend Das mit dem Wort ""Weib"" kann ich vollkommen nachvollziehen. Wie verhält sich das dann mit dem Wort ""weiblich""? Ist ja eine von dem Wort abgeleitete Version. (no hate, serious question)"
sexist,"@Dorythefish @temberaubend Müsst ihr euch schon selbst drum kümmern. 
Mich stört es nicht. 
Landet einen No1-Hit ""ich bin ein Weib"", lest mehr entsprechende Literatur, lasst euch hypnotisieren oder stärkt einfach mal eure Selbstbewusstsein.
https://t.co/VY7Fkmx4jB"
sexist,"@temberaubend Aber wenn meine Frau will das ich am Sonntag arbeite, dann sage ich: Die Pocken über dich Weib, ich arbeite nicht am Tage des Herrn!
Dann schmeißt sie mich liebevoll vom Sofa und ich arbeite 😁"
other,@vom_Umland @temberaubend Mein Freund nennt mich manchmal auch sein hübsches Weib und ich finde nichts schlimmes daran.
other,"@CanthosAhorn @jadekompendium @Diane19185876 nich weib sagen...
hab da grad ne diskussion anner backe... 🙄

😂"
other,"@temberaubend Aber so rein phonetisch ist es das schöne Wort. Frau klingt so nach knarrendem Deutsch. Weib gehört aber trotzdem nicht zu meinem aktiven Wortschatz,"
sexist,Wisst ihr noch mein crush der such treffen wollte? Richtiger bastard degga der postet Story wie er Shisha raucht und ein weib seine Schulter streichelt
sexist,@temberaubend „Weib“ empfindest Du als abwertend. Warum schreibst dann „weiblich“ ? 🙈
other,"@Annodazumal2 @ph10H @temberaubend Service Tweet:

Da https://t.co/fmNgfsRcuY aktuell Wartungsarbeiten hat halt Wikipedia.

https://t.co/EMezjuaKiU

https://t.co/Y8qjkyRdbg"
sexist,"@thedeadbunnys @temberaubend Ich finde es beleidigen als Mann , Baby genannt zu werden und jetzt.? Ja ich vergleiche Weib mit Baby"
sexist,"Weib, Weib, Weib https://t.co/JgnBAYDE6X"
other,"@AlPacinoabi @temberaubend Vergleichst du grad ernsthaft ""Weib"" mit Baby"
sexist,"@realjonaswd Wie bescheuert kann man sein. Wenn er ein Weib sein will, Schw... ab.."
other,"@temberaubend Wir waren bei Bekannten von meinem Mann zum Kaffee eingeladen. Wir reden und lachen und diskutieren... plötzlich sagt der ""Hausherr"" zu mir: ""Das Weib schweige in der Gemeinde!""
Alter! Ich bin sowas von verbal explodiert! Den Rest des Tages hat dann der ""Hausherr"" geschwiegen.😂"
other,@Daborn4 ich bin kein „weib“ sondern eine Frau und fühle mich persönlich betüpft.  wenn ich will gehe ich auch im bikini ins büro
sexist,"@EinLiberaler Sie war eine Art von Diva. Gefiel sich in ihrer Rolle als Männer verschlingendes Weib , als Prinz Yussuf von Theben."
sexist,"@RichterHedwig 💓Bestes Bundeswehr Weib. Warum immer😡?. Ich denke           bei de #DE Männer, wird immer schlimmer für mich🤢. But there are so many good looking Lady’s in de #DE Land. What should I do? Bist Du hier,💄👄👄❤️‍🔥."
other,"@ausculto @temberaubend Der Begriff Weib gilt auch schon seit langer Zeit als abwertend. Die Beispiele die du nennst zielen ja auch primär auf die Sexualisierung bzw. Objektifizierung der Frau ab, was jetzt nicht unbedingt als rein positiv gelten sollte."
other,"@Devi_AnaBranco @temberaubend Verstehe ich das richtig? Der Vorschlag ist: Etwas tun, damit Weib ein positives Wort wird? Etwas wie was zum Beispiel?"
sexist,"Was einem gehört, mit dem kann man umgehen, wie es einem gefällt. Da macht ein Weib keinen Unterschied.

Meine eBooks: https://t.co/pMWRYOrj9U
Mein Blog: https://t.co/6NV0OahBE9 https://t.co/NmAZQgMWHC"
sexist,@ThatUmbrella Hässliches Weib !
other,"@ardyanowitsch @temberaubend @marchesse Was habt ihr denn für Probleme?
Es gibt ja wohl genügend andere Begriffe die man anstatt dem wort Weib benutzen kann. Und ihr fühlt euch ans Bein gepisst als würdet ihr ohne das Wort nicht mehr kommunizieren können"
sexist,"@temberaubend Unter einem ""Weib"" verstehe ich eine selbstbewußte, mit beiden Beinen im Leben stehenden Frau.  Sie weiß, was sie will... Meine Frau habe ich schon öfter mal Wei  genannt und sie wußte, wie ich das meine, oder @Kathari81563290"
other,"@temberaubend ""Weib"" wird nur abwertend gebraucht und deshalb verwende ich den Begriff nicht. Er taucht nur noch bei den Adjektiven auf."
sexist,@temberaubend Kerle sprechen schon mal kraftvoll von ihrem Weib. Das hat dann Augenhöhe!
sexist,"Bei am Weib gibds bloß zwoa Möglichkeitn, entweda sie is a Engl, oda sie lebd no."
sexist,@hijabi2PUNKT0 typisches weib💀
sexist,"@Jabba0718 In der Pfalz hatte ich früher musiziert Kandel (Adamshof), Wörth (Unimogwerk), Jockgrim, ..........
Der Pfalzwein war mir jedoch zu sauer, dafür die Frauen süß. Früher: Wein, Weib, Gesang; heute Wald, Weib, Gesang ;-))"
sexist,@Ro0ook hammer weib hamma frau
sexist,@temberaubend Ich nenn meine Frau öfter weib und sie mich Mann. Vornamen kommen eher nicht so vor. Das Kind heißt Kind und der Kater bubbele
sexist,"@temberaubend Nenne meine Frau gelegentlich (liebevoll) ""holdes (ehe)weib"" und jetzt?"
sexist,"@temberaubend Normalerweise würde ich jetzt sage. ""Seid still Weib!"" Jedoch sehe ich nur ein kleines Mädchen drum, ab in die Ecke und schäm dich! Das ist kein Thema für dich, lass die Weiber darüber diskutieren!"
sexist,"@JensJahr Hat dieses Weib die falschen Pillen eingeworfen, oder was soll der Blödsinn.Die UA ist weder in der EU noch in der Nato,mit welchem Recht sollen wir da zahlen.Hat diesen Putschisten u.Nazipack unsere Meinung bei den minsker Gesprächen interessiert.Wie ist es mit dem Aufbau Irak,J"
other,@temberaubend Ist doch ok wenn bekannte es sich sagen und kein thema ist. Ich war in köln in einer Mittelalter taverne. Da wurde es sogar gewünscht dass man Schankmaid oder Weib sagt. Ich sag Weib zum spass zur meiner Freundin und sie mich Freundchen.😂 aber zu fremden? Ne
sexist,"@Nietzsxhe @CaligoCavus @CarrieSpooner4 Ja der Bildungsstand ist ein Problem, wenn man ein Weib ist. Aber mir das jetzt vorzuwerfen, zeugt wenig von Eurem Charakter."
sexist,"sollten sie das nicht, aber ich habe alles dafür getan um sie anzulocken. Und ewig lockt das Weib. Kleidet euch wie ihr wollt, aber signalisiert offen dass das keine Einladung ist und sagt das auch klipp und klar. Wenn ihr im Rollkragenpulli überfallen werdet hätte er euch"
sexist,@Jgerin2 @temberaubend @marchesse Jetzt setz statt Mädchen mal Weib ein. Merkste was?
sexist,"@temberaubend Das ist aus meiner Erfahrung oft nicht zutreffend. Um positiv oder negativ konnotiert zu sein wird in der Regel ein zusätzliches Adjektiv o.ä. genutzt.
Beispiel: ""Tolles Weib, Klasseweib...""
vs: ""Dummes Weib"".
Man sollte seine persönlichen Assoziationen nicht allen unterstellen."
sexist,"@Georg_Pazderski Herrschaft mittels Umdeutung der Begriffe ist das Ziel von Leuten wie diesem fürchterlichen Weib.

Heimat ist dort, wo ich mich nicht erklären muß. Basta."
sexist,"@temberaubend Männer die sagen ""du dämliches Weib"", verdienen vielleicht keinen Umgang mit dem weiblichen Geschlecht. Ansonsten ist ein Weib ein Weib und bleibt ein Weib."
other,"@ImaPizi @Frau_Lange @temberaubend Sicherlich ist Weib nicht so schlimm wie das N-Wort.
Ich wollte nur erklären, dass es Menschen gibt, die sich selbst so bezeichnen, aber dass es deswegen nicht ok ist andere Menschen so zu bezeichnen."
other,"@Klickmichi @temberaubend ""Was ist denn das: ein wahres Weib? Muß ich, um ein wahres Weib zu sein, bügeln, nähen, kochen und kleine Kinder waschen?“ Hedwig Dohm, 1831-1919 (eine der ersten deutschen Feministinnen)"
other,"@Klickmichi @temberaubend Und das Urkomische daran ist: Das Wort ""Weib"" verwendet kaum jemand von den Jüngeren. Die meisten haben es vermutlich nicht mal im aktiven Wortschatz. Aber man kann sich so schön selbst inszenieren mit solchen Erklärungen..."
sexist,"@temberaubend Die Entsprechung von 'Mann' ist 'Weib', die von 'Herr' ist 'Frau'. Die 'Dame' ist eine Zutat aus Frankreich. Dennoch, den Begriff 'Weib' verwende ich nicht."
sexist,"@MarcUhli @temberaubend Zieh dir einfach noch ein paar Verdrehungen meiner Worte aus dem Arsch.
Das Wort ""Weib"" steht für eine selbstbewusste Frau. 
Wird eine Frau als ""Weibchen"" bezeichnet, ist das sehr wohl ein  Versuch, Schwäche zu implizieren.
Jetzt geh und verdrehe jemand anderem die Worte im Mund."
sexist,@temberaubend Das äquivalent zu Weib ist Typ. Warum sagen dann so viele Frauen Typ? Ich möchte so nicht genannt werden
sexist,Digga will gleich mit den jungs schwimmen fahren und einer dieser Bastard bringt irgendein Weib mit digga was niemand mag
other,"@temberaubend Und was ist mit Frauen, die sich selbst vergnügt Weib nennen?"
sexist,"@temberaubend @Annodazumal2 Gleichzeitig wurde dennoch die Gemahlin mit „Frau“ angesprochen im gleichen Umgangston. 
„Bring mir ein Bier Frau“ 
„Bring mir ein Bier Weib“
Wurde beides verwendet. (Das dient nur zur Aufklärung ich bin selber kein Fan von)"
sexist,"@kaschkohler Mein Seat, BJ 2017 und 2017 neu gekauft, hat Apple CarPlay. Dummes weib einfach keine Ahnung von Technik."
sexist,@Devi_AnaBranco @temberaubend OK Weib.
sexist,@RMogyorosy Läuft das bei dir nicht so? Du kommst heim nach einem langen Tag Erwerbsarbeit und dein Weib hat bereits die Pantoffel hergerichtet und massiert dir lächelnd die müden Beine während das Essen köchelt?
sexist,@temberaubend Weib steckt doch in weiblich drin
other,"Nenn mich einfach nicht Weib (chen)!

Was ist so schwer daran zu verstehen?!? https://t.co/p9tN8I6Dm2"
sexist,@sitzkartoffel68 @temberaubend Doch doch im schwäbischen sagt jeder Weib
other,@temberaubend @JennyKiwovic Das Gesetz juckt es aber glaub ich nicht ob du zu Frau „Weib“ sagst oder zu einem ungeborenem „zellhaufen“ also ist diese Diskussion auf moralischer und nicht gesetzlicher Grundlage. Deswegen sprechen ich auch im moralischen und nicht gesetzlichen Sinne.
other,"@Devi_AnaBranco ja tun wir einfach alle leugnen dass ""weib"" eine negative konnotation hat und in den meisten fällen in einem abwertenden zusammenhang verwendet wird, der verletzend ist"
sexist,"@Devi_AnaBranco @temberaubend Jaaaaa... Weil man seinem eigenen Empfinden nach das Wort ""Weib"" als abwertend liest und deswegen Konsequenzen sieht, kommen dann so Leute wie du und schreien ""caaaaancel""!!!

Weißt du, lass dich doch nennen, wie du willst, aber andere haben das Recht halt auch..."
sexist,"@Fexraim Bei Abtreibung ist übrigens vorbei mit Anarcho. Da hat das ""Weib"" dann wieder dem Patriacharten zu gehorchen. https://t.co/1uyroGZ1tw"
sexist,@temberaubend Weibchen und Männchen sind und bleiben für mich die beiden Teile einer Beziehung zwischen einem “weib“lichen und einem männlichen Lebewesen. Daher benutze ich es weiter liebevoll mit einer Prise Humor und es stört meine Partnerin weiterhin nicht.
sexist,"@TheRealCayz @sam_4708 ja und er feiert vllt das bild von seiner alten yk. ist kein front gegen dich aber bro würde 10 mal eher sein bild nehmen als deins, wäre es NICHT seine freundin sondern random weib dann wäre mies peinlich und der strick wäre bereit, aber so ist doch alles freeelo"
other,"@TheCrossedBones @temberaubend Selbst wenn es nur eine Person so empfinden würde, man selbst aber darüber Bescheid weiß, wäre es angebracht diese Bezeichnung nicht zu nutzen. Nicht nur auf das Wort ""Weib"" bezogen. Generell."
sexist,@temberaubend Zu hauen. Denn egal ob weiblich oder weib negativ benutzt wird. Kann es jeder tun männer werden auch in ihrer gruppierung von frauen negativ verwendet wie z.b. männer mal wieder o. Männer ebend und jetzt? Uns ist es scheiss egal weil wir kein stock im arsch haben. Amen
other,"männer die ""weib"" sagen verdienen keinen umgang mit dem weiblichen geschlecht"
sexist,"@MarcUhli @temberaubend Bitte am Leseverständnis arbeiten.
Da steht, dass das Wort ""Weibchen"" negativ besetzt ist.
Meine Mutter wird von mir ""Mutter"" genannt. 
""Weib"" beschreibt eine starke, selbstbewusste Frau."
other,"@Marius91609248 @temberaubend Du hast bisher nur gesagt, dass du das Wort ""Weib"" nicht magst.
Belege hast du noch keine geliefert."
sexist,@Roobchoobl_ @zSIay Holde Maid &gt;&gt;&gt; weib
sexist,"Google, wetterwendischer als jedes Weib...
""Die Meldung Gecrawlt - derzeit nicht indexiert bedeutet nicht, dass es Fehler auf deiner Seite gibt. Je nach Entscheidung durch Google wird sie möglicherweise in der Zukunft indexiert oder nicht."""
other,@temberaubend Meine Mum sagt Weib
other,"@TheCrossedBones @temberaubend Würdest du deine Mutter Weib nennen ? Wat is mit dir.. Natürlich ist das abwertend.
Aber schön,dass du mit der Assoziation von weiblich zu schwach direkt offenbarst wessen Geistes Kind du bist."
sexist,"@temberaubend Man darf auch ironisch kanake sagen. So what. WEIB WEIB WEIB
WEIBER ODER?"
sexist,"@temberaubend @marchesse Warum dann canceln, wenn man das Wort wieder positiv belegen kann? Und wenn wir schon canceln, dann richtig. Dann will ich auch, dass das Wort ""weiblich"" verboten wird, weil sich darin das Wort ""Weib"" wiederfindet."
sexist,"@_Miss_Stress_ ne Fachfrage: an die Reimqueen.Geht der oder ist der zu arg bezgl pc?   Ein Eintracht-Fan nach Zwietracht sann, derob die starken Muskeln dann, die Arme und die Beine hoben, die Anderen auseinanderstoben, ein hübsches Weib vor ihm erschien, da war der Zwist dahin."
other,@NishaR6S @JOOLOr6s @mussmallulu @vuptrox @zilladrilla @angelinaabrt nenn meine freundin nochmal weib ich ich ramm dir meinen massiven fuß in den arsch
other,"@Killroy2004 @cookiesAccepted @temberaubend Tatsächlich ist das n Zyklus der sogar nen Namen hat (der mir grad nicht einfällt). ""Weib"" (oder ""Wib"") war früher das normale Wort für Frau und nur Edelfrauen wurden als ""Frau"" (""frouwa"" oder so) bezeichnet. Das hat dazu geführt das Weib allmählich ne negative Bedeutung als 1/2"
sexist,@temberaubend Ich würde dir widersprechen wollen. Meine Frau und ich nutzen unter Anderem Weib als Kosenamen... Neben vielen Anderen. Seit 18 Jahren... Liebevoll...
other,da wacht man auf und das erste was ma hört ist „guten morgen du altes weib!“
other,"@Erde2077 es gibt kein männliches gegenstück zu weib, da männliche begriffe sprachhistorisch keine bedeutungsverschlechterung erfuhren, aufgrund der höherstellung des mannes gegenüber der frau."
sexist,@Daborn4 Ich sehe hier nur 1 selbstherrliches Weib. Da helfen auch lange Ärmel nicht.
sexist,"Ein Weib in der Maßnahme ist echt ein Fall für RTL. 
So viel scheiße quatschen wie die es tut hab ich noch nie erlebt. Und da hat man schon einiges gesehen ...."
other,"@marchesse typ und kerl ist doch absolut nicht vergleichbar mit weib, was ist mit dir??"
other,"@temberaubend sehe ich durchaus anders, glaube aber zu wissen, warum Du es ablehnst. Weib ist eine alte Form, es gibt Gebete, in denen heißt es ""gebenedeit unter den Weibern"". Es kommt soch auf den Kontext an.
Kerl wäre das Gegenstück, ist auch kontextabhängig ok oder nicht.
Mehr Respekt!"
other,@klausjott @temberaubend Die Anrede Weib ist bereits völlig respektlos. Das wird auch nicht mehr besser.
other,"@temberaubend Ich weiß, wie Du es meinst.
Eigentlich nogo! Klingt abfällig und veraltet in meinen Ohren. 

Aber das liebevolle, verruchte ""mein Weib"" mag ich in bestimmten Situationen sehr."
other,"@temberaubend @marchesse Könnte allerdings sein, das diese negative Wertung bei einigen immer noch hoch im Kurs liegt, ohne das diese das Wort „Weib“ in den Mund nehmen. Und dies wird sicherlich nicht besser werden in der Zukunft. https://t.co/KJlMMdiXo3"
sexist,"In der rechten Armkuhle ne normale Tüte, in der linken die mit der TK-Ware, den Rucksach voller Getränke, und auf den Armen das soeben geehelichte Weib... ich habe geschwitzt wie ein Schwein."
sexist,@temberaubend Was ein Schmarrn! weiblich = Weib / männlich = Mann!
sexist,"@temberaubend uninteressant, ob jemand ""weib"" weib nennt oder nicht!
interessant wie derjenige mit diesem ""weib"" agiert?!
mit respekt und ehre?
oder despektierlich?"
sexist,@temberaubend Ich sage weib und es stimmt
sexist,Warum hält dieses weib nicht ihre Freese niemand juckt deine Urlaub Erlebnisse du kack Fanta
sexist,"Junge hab mich grad zurückerinnert vorhin klub, irgendwer sagt so vape schmeckt besser als zigaretten, ich sag so jo kippen schmecken auch nach arsch, weib fragt warum rauchst du dann und ich hab geantwortet ich mag den geschmack von arsch💀"
sexist,"@3Groschen_Bert Ein Eintracht-Fan nach Zwietracht sann, derob die starken Muskeln dann, die Arme und die Beine hoben, die Anderen auseinanderstoben, ein hübsches Weib vor ihm erschien, da war der Zwist dahin."
other,"@temberaubend Weiblich ist ok, aber Weib nicht? Vielleicht sollten wir eher die negativen, historischen Konnotationen und anachronistischen Verhaltensweisen hinter dem Wort killen, als das Wort selbst? Ich sträube mich ein wenig Reaktionären unsere Sprache zu überlassen."
sexist,@temberaubend Hoe weib
sexist,"@temberaubend Was für ein Blödsinn. Mein Glügge-Weib ist mir das Liebste im Leben. Und dieses ""Weib"" ist dermaßen aufwertend. Ist mir lieber als alle Frauen."
sexist,@CBGSpender @PiercedBiGuy Oh je. Bei einem TK-Kost-Lieferanten gibt es das Flinty-Eis. Bin ich jetzt als Konsumentin ein Flinten-Weib?
sexist,"@temberaubend ""Weib"" ist ok, ""Weiber"" nicht."
other,@marchesse @temberaubend junge nerv mal nicht jeder weiß dass weib nur herablassend benutzt wird und gibt auch keinen grund das wort zu sagen wenns andere gibt
sexist,@dearp1chu @BoostedLucio @sxnzuuku ??? Raff dich weib
other,"@temberaubend Songtext Fanta 4 (Thomas D.) aus 91:

""Wein, Gesang &amp; Weib
Ist mein Zeitvertreib""

Und ich meine, AL Bundy hätte seine Peggy auch immer mit ""Weib"" angesprochen.

Helden meiner Jugend 🤔
Das 1. schiebe ich auf künstlerische Freiheit. Das 2. war wohl bewusst abschätzig so gewählt."
other,@temberaubend Nochmal - Weib ist nicht per se negativ besetzt: Haben wir eine negative oder positive Begriffsnutzung im folgenden Tweet? https://t.co/ZTFbkRK9DV
sexist,"@temberaubend Also ""Weib"" ist böse, aber ""weiblich"" nicht...
Merkste selber."
sexist,@temberaubend Ich liebe mein Weib. 🥰🥰🥰
other,@temberaubend @TheCrossedBones Weiblich entstand von Weib.
sexist,@temberaubend Auch wenn ich es mir damit verscherze: Den schönen Namen Anna auf ein a na zu verkürzen empfinde ich noch viel dämlicher als ein sporadisches Weib!
other,@temberaubend Beides sind abwertende Synonyme für etwas bestimmtes. Im Beispiel Frau ist es „weib“ und im Beispiel des Ungeborenen ist es „zellhaufen“. Beim Beispiel Frau stellst du dich klar dagegen und hast kein Verständnis für Leute die „weib“ benutzen und beim
other,@temberaubend Du nennst Ungeborene „Zellhaufen“ und hast dann aber ein Problem damit wenn man Frau „Weib“ nennt 🤔
sexist,"Ich liebe den Subtext, dass Männer sich den Umgang mit Frauen verdienen müssten, weil diese ja mehr wert sind.

""Weib"" ist hier in der Region zumindest nicht abwertend genutzt, aber hey, alles gut. https://t.co/MpAt13jYV6"
sexist,"@temberaubend Aber bitte erkläre doch, wie das Wort geschichtlich seinen abwertenden Hintergrund bekomme  hat.
Etwa so wie das Wort ""Mann"" in unserer Zeit?
Beispiel: Wenn man sagt ""dummes Weib"" ist nicht ""Weib"" die Beleidigung."
sexist,"@temberaubend Ich könnte jetzt auch rum diskutieren aber Realtalk Freunde von mir die nicht das Wort ""weib"" verwenden haben keine Beziehungen und die die es tun haben jedes Jahr 3-5 Beziehungen oder so. Twitter User sind und bleiben einfach Realitätsfern."
sexist,"@temberaubend Nein, hat es nicht. Nur weil in der Bibel steht ""das Weib ist dem Manne untertan"" ist das Wort nicht negativ besetzt.
""Das Weib"" ist ein Begriff, der für starke Frauen steht.
Wobei ""ein Weibchen"" negativ ist und für Schwäche steht.
Es wird es nicht negativ, weil du es so siehst."
sexist,@fineasshyna69 @lllIIIIIlIllIl Ruhe Weib!
sexist,@CaptainMumin @Peter__Mann Hat Weib gekauft sie hat die gleichen Rechte ich konnte nichts dagegen tun.
sexist,"@KikiiroseKikii Ich sehe vor lauter Filtern das ""Weib"" leider nicht."
sexist,"@temberaubend Und was ist jetzt mit ""Finta"" oder ""Menstruierende""?
Ist das nicht eher abwertend als das ""ewig lockende Weib""?"
sexist,"@temberaubend Nein. Weib ist nicht abwertend, nur weil du es so empfindest."
sexist,@ganjamann04 @temberaubend Weib ist für mich rund und warm und weich und anbetungswert.
other,"@temberaubend Das Schöne ist, dass Du ja niemanden in Dein Leben lassen musst, der diesen Begriff anders wertet als Du. Und genauso kenne ich Paare, die Deiner Meinung nicht folgen würden und trotzdem liebevoll miteinander umgehen - und da ist der Begriff „Weib“ voller Liebe und Respekt üblich"
sexist,Abspeichern und wenn euch ein wohlstandsdegeneriertes linkes Weib in sozialen Medien begegnet: Profil abchecken und zutreffendes ankreuzen. Ein Spaß für die ganze Familie. https://t.co/Sgg6BGlZSP
sexist,"@Cinnamonstar_2 Jessas, ist das Weib kompliziert. 🧐🙄"
other,@temberaubend JUNGE FÜHLST DU NICHT DEN WEIB
other,@dennis1235301 @temberaubend du packst es auch ohne „weib“ in den mund zu nehmen https://t.co/AWtxQvfuwH
sexist,"@istschonokayso @Kiezratte @ekelhaftemia Er ist ein schlechter Mensch weil er private Probleme hat, die von einem gestörten Weib an die Öffentlichkeit getragen werden?"
sexist,@hpsgeil @Manda8Laura Is ja ne ' Prothese ' - kannst kein Weib anbieten...
sexist,@Joanalistin Über das Weib hat Nietzsche alles gesagt. https://t.co/QxUuRXbI9u
sexist,@PaulPansen852 @PeterDieFee @Lassenkeks Uffstehen. Das Weib kniet. ;)
sexist,"@ganjamann04 @temberaubend Tjo
Weib - weiblich
Mann - männlich

Die Abschätzigkeit, die in dem Wort liegt, muss wohl andere Gründe haben."
other,"Das ist tatsächlich aktuell. Aus dem Wiener (ja kA wer den noch liest). Ich will Menschen, die sowas von sich geben, einfach niemals über den Weg laufen. Wenigstens das. 

https://t.co/91ANQczHhO https://t.co/AheXU7XQs5"
sexist,"Mein Weib fragte, ob ich mitbekommen hätte, dass sich die #Uniklinik Köln und viele weiere im #streik befinden. 😳

Was zum Henker? Nichts in meinen Newsfeeds oder Radio, etc. Ging komplett an mir vorbei!

War wohl auch nicht #radiotauglich?! 🤔

#ESC #electriccallboy"
sexist,@dingbistdujf @tackyn97 lak ich bin näher daran ihn zu ficken als du ruhe jetzt Weib
sexist,@temberaubend „Weib“ ist einfach die Abkürzung von „Weiblich“  was isg daran so schlimm 🤡
sexist,@temberaubend Du bist viel zu jung um das zu schätzen zu Wissen 😃…wenn dir irgendwann mal ein Kerl auf den Arsch klatscht und sagt komm her mein Weib…dann wirst du dich geborgen fühlen 😃☝️
sexist,"@MrsMarryPoppins @SrUnbequem @Vollzeit_Tante @Nell781 @BeiAnja @Dr_Emergencydoc @Caethan13 Bring mir ein frisches Bier, Weib."
other,"@temberaubend Ich nenne meine Frau gelegentlich, neckisch „mein holdes Weib“ … ihr gefällt es …"
sexist,@lavidadepabl0 @temberaubend Hoit di papn weib und geh in die Küche ge
other,"@128_0_0_1 @temberaubend Sag das meinen Schwager. Der hatte mich schon auf etliche Weisen beleidigt. Olle und Weib waren da nur ein paar der Begriffe die dabei fielen. 🤨

Leider bin ich mit diesem Menschen verwandt. Und er hat ein Kind und ist verheiratet. Ich find's auch unfassbar."
other,@temberaubend in manchen Dialekten ist weiber/weib normaler Sprachgebrauch und nicht abwertend aber ich verstehe was du meinst
sexist,"@MaxMust26329530 @marchesse @temberaubend äh... doch!
dann solltest du dich auf den kopf stellen...
ich benutze das wort WEIB  genau wie freundinnen von mir, und zwar nicht nur abwertend =)
bei vollblutweibern können mädchen nämlich nicht mithalten. wie du siehst, ist hier MÄDCHEN eher negativ behaftet... 😂"
sexist,"Zu unserer Politik mit Berufspolitikern:
besteht Hoffnung, dass Menschen langsam raffen was hier läuft! 
 Tolles Weib ‼️ mehr davon bitte 😁😁 https://t.co/cI8v6z3Cap"
sexist,"@temberaubend Schweig, Weib!"
other,"@temberaubend Verstehe was du sagen willst und denke auch so. Wieso ist WEIBlich dann noch ok, WEIB aber (zum Glück) nicht mehr?"
sexist,@temberaubend Von Vibe reden &gt; von Weib reden
sexist,"@temberaubend Und ob wir Kontakt zu euch haben…Weib… 😃
Dieser Begriff hat im Laufe der Geschichte an Glamour verloren…ich mag es zu sagen das ist mein Weib

Oder „was bist du für ein bezauberndes Weibsbild“"
sexist,@PeterKurz19 Eine Frau die ihre 8 Kinder zugunsten ihres Berufs vernachlässigt hat. Zum kotzen dieses Weib.
sexist,"@gezwullum @susanne_wolfer @SifuRoySchirdew Ich dusseliges Weib habe echt am Anfang an ihn geglaubt, kann aber zu meiner Verteidigung sagen: plötzlich kamen die Zweifel: immer nur Waffen--nie Medikamente oder Lebensmittel!!"
sexist,"@goreghoulette @LucienGreaves Schäme dich, weib!😬😂"
sexist,Weg mit diesem Weib 🤮🤮🤮 https://t.co/cpxXwtzZZm
sexist,"@agbffbga Das Pack von 🇩🇪Vogue wird von den bekannten Sand 🇸🇦Neandertalern für so ein🤢💩Foto, eines in einem Kondom gepresstes Weib,☝🏽😄das hier keiner sehen will 🙄 Top geile Kohle bekommen.🤔Mir geht das z.B. Arsch vorbei.😁🖕🏽🍻"
sexist,@comedyaccrijon Mir reicht schon das du ein Weib bist
